ISIN,Ticker,Name,Mkt Cap,% Women on Bd,UN Glob Comp Sign,GHG Scp 1 Est,ESG Scr,GICS Ind Name,GICS Sector,Curncy
US8447411088,LUV UN,SOUTHWEST AIRLINES CO,17649336590,20,,22321.187,6.96999979,Passenger Airlines,Industrials,USD
US0844231029,WRB UN,WR BERKLEY CORP,20213469631,,,8.713,1.580000043,Insurance,Financials,USD
US8545021011,SWK UN,STANLEY BLACK & DECKER INC,13954461539,45.45449829,,154.261,5.150000095,Machinery,Industrials,USD
US74460D1090,PSA UN,PUBLIC STORAGE,46185125834,30.76919937,N,18.395,4.650000095,Specialized REITs,Real Estate,USD
US0404131064,ANET UN,ARISTA NETWORKS INC,78649237771,,,1.071,3.140000105,Communications Equipment,Information Technology,USD
US8718291078,SYY UN,SYSCO CORP,38283107621,27.27269936,,1102.787,3.769999981,Consumer Staples Distribution,Consumer Staples,USD
US22052L1044,CTVA UN,CORTEVA INC,37863227658,30.76919937,,477.885,6.090000153,Chemicals,Materials,USD
US8825081040,TXN UW,TEXAS INSTRUMENTS INC,1.51033E+11,33.33330154,,1124.528,5.090000153,Semiconductors & Semiconductor,Information Technology,USD
US8832031012,TXT UN,TEXTRON INC,18388627088,30,,279.042,3.960000038,Aerospace & Defense,Industrials,USD
US8835561023,TMO UN,THERMO FISHER SCIENTIFIC INC,2.19136E+11,33.33330154,,380.209,4.139999866,Life Sciences Tools & Services,Health Care,USD
US8725401090,TJX UN,TJX COMPANIES INC,1.071E+11,,,140.113,3.329999924,Specialty Retail,Consumer Discretionary,USD
US37959E1029,GL UN,GLOBE LIFE INC,7183478562,50,,1.583,2.00999999,Insurance,Financials,USD
IE00BY7QL619,JCI UN,JOHNSON CONTROLS INTERNATION,44466377252,36.36360168,,419.729,6.880000114,Building Products,Industrials,USD
US90384S3031,ULTA UW,ULTA BEAUTY INC,20216880737,,,11.317,6.320000172,Specialty Retail,Consumer Discretionary,USD
US9078181081,UNP UN,UNION PACIFIC CORP,1.44038E+11,33.33330154,,10492.086,4.940000057,Ground Transportation,Industrials,USD
US49338L1035,KEYS UN,KEYSIGHT TECHNOLOGIES IN,25853465759,27.27269936,,13.347,5.420000076,"Electronic Equipment, Instrume",Information Technology,USD
US91324P1021,UNH UN,UNITEDHEALTH GROUP INC,4.47242E+11,,,247.357,6.340000153,Health Care Providers & Servic,Health Care,USD
US09260D1072,BX UN,BLACKSTONE INC,1.51997E+11,30,,0.691,2.460000038,Capital Markets,Financials,USD
US5658491064,MRO UN,MARATHON OIL CORP,15881350304,37.5,,2630.466,6.150000095,"Oil, Gas & Consumable Fuels",Energy,USD
US0905722072,BIO UN,BIO-RAD LABORATORIES-A,8096428800,33.33330154,,18.858,2.670000076,Life Sciences Tools & Services,Health Care,USD
US92276F1003,VTR UN,VENTAS INC,17616528683,36.36360168,,135.109,5.690000057,Health Care REITs,Real Estate,USD
US9291601097,VMC UN,VULCAN MATERIALS CO,34175029053,33.33330154,,799.631,#N/A Field Not Applicable,Construction Materials,Materials,USD
US9621661043,WY UN,WEYERHAEUSER CO,23165327939,40,,359,5.880000114,Specialized REITs,Real Estate,USD
US9694571004,WMB UN,WILLIAMS COS INC,47238335932,25,,11400.893,5.860000134,"Oil, Gas & Consumable Fuels",Energy,USD
US21037T1097,CEG UW,CONSTELLATION ENERGY,59658696171,27.27269936,,10409.15,3.75999999,Electric Utilities,Utilities,USD
US92939U1060,WEC UN,WEC ENERGY GROUP INC,25860265745,33.33330154,,21427.82,5.670000076,Multi-Utilities,Utilities,USD
US00724F1012,ADBE UW,ADOBE INC,2.11976E+11,33.33330154,,6.378,6.039999962,Software,Information Technology,USD
US00130H1059,AES UN,AES CORP,12195629215,,,43658.845,5.670000076,Independent Power and Renewabl,Utilities,USD
US3021301094,EXPD UN,EXPEDITORS INTL WASH INC,16310984635,33.33330154,,9.685,4.670000076,Air Freight & Logistics,Industrials,USD
US0311621009,AMGN UW,AMGEN INC,1.46956E+11,23.07690048,,129.314,5.050000191,Biotechnology,Health Care,USD
US0378331005,AAPL UW,APPLE INC,2.57617E+12,33.33330154,,58.886,6.010000229,"Technology Hardware, Storage &",Information Technology,USD
US0527691069,ADSK UW,AUTODESK INC,46631401697,45.45449829,Y,1.464,5.510000229,Software,Information Technology,USD
US1729081059,CTAS UW,CINTAS CORP,67674972451,20,,555.046,4.739999771,Commercial Services & Supplies,Industrials,USD
US20030N1019,CMCSA UW,COMCAST CORP-CLASS A,1.60999E+11,,,501.971,3.289999962,Media,Communication Services,USD
US60871R2094,TAP UN,MOLSON COORS BEVERAGE CO - B,13658575949,28.57139969,,630.623,4.050000191,Beverages,Consumer Staples,USD
US4824801009,KLAC UW,KLA CORP,87928919880,30,N,6.944,5.260000229,Semiconductors & Semiconductor,Information Technology,USD
US5719032022,MAR UW,MARRIOTT INTERNATIONAL -CL A,69009230455,46.15380096,Y,1380.462,6.409999847,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US3377381088,FI UN,FISERV INC,91682160968,33.33330154,Y,17.227,3.420000076,Financial Services,Financials,USD
US5797802064,MKC UN,MCCORMICK & CO-NON VTG SHRS,20113348048,33.33330154,,36.672,5.139999866,Food Products,Consumer Staples,USD
US6937181088,PCAR UW,PACCAR INC,59228936203,25,,137.567,4.440000057,Machinery,Industrials,USD
US22160K1051,COST UW,COSTCO WHOLESALE CORP,3.20454E+11,33.33330154,,1543.995,3.25999999,Consumer Staples Distribution,Consumer Staples,USD
US8636671013,SYK UN,STRYKER CORP,1.27119E+11,40,,67.35,5.809999943,Health Care Equipment & Suppli,Health Care,USD
US9024941034,TSN UN,TYSON FOODS INC-CL A,21737248008,35.71429825,,3883.601,4.25,Food Products,Consumer Staples,USD
US5132721045,LW UN,LAMB WESTON HOLDINGS INC,12092748009,20,,472.547,4.289999962,Food Products,Consumer Staples,USD
US0382221051,AMAT UW,APPLIED MATERIALS INC,1.60762E+11,30,,65.47,6.539999962,Semiconductors & Semiconductor,Information Technology,USD
US02376R1023,AAL UW,AMERICAN AIRLINES GROUP INC,9371771487,,,34403.212,5.550000191,Passenger Airlines,Industrials,USD
US14149Y1082,CAH UN,CARDINAL HEALTH INC,25130849368,53.84619904,,132.849,3.839999914,Health Care Providers & Servic,Health Care,USD
US1720621010,CINF UW,CINCINNATI FINANCIAL CORP,18939234026,33.33330154,,16.612,1.929999948,Insurance,Financials,USD
US92556H2067,PARA UW,PARAMOUNT GLOBAL-CLASS B,8757997624,,,265.872,3.75999999,Media,Communication Services,USD
US23331A1097,DHI UN,DR HORTON INC,48830420133,25,,81.274,4.050000191,Household Durables,Consumer Discretionary,USD
US2855121099,EA UW,ELECTRONIC ARTS INC,34063122236,37.5,,2.048,3.390000105,Entertainment,Communication Services,USD
US3032501047,FICO UN,FAIR ISAAC CORP,29280196516,33.33330154,N,19.593,1.970000029,Software,Information Technology,USD
US3119001044,FAST UW,FASTENAL CO,38692756603,36.36360168,,151.645,4.010000229,Trading Companies & Distributo,Industrials,USD
US55261F1049,MTB UN,M & T BANK CORP,24473415960,23.52939987,,19.97,2.930000067,Banks,Financials,USD
US98389B1008,XEL UW,XCEL ENERGY INC,30644598504,30.76919937,,36580.099,5.420000076,Electric Utilities,Utilities,USD
US3167731005,FITB UW,FIFTH THIRD BANCORP,25253177160,31.25,,13.825,3.410000086,Banks,Financials,USD
US3755581036,GILD UW,GILEAD SCIENCES INC,83883625013,33.33330154,Y,53.072,5.710000038,Biotechnology,Health Care,USD
US4180561072,HAS UW,HASBRO INC,8052681670,63.63639832,N,4.522,6.920000076,Leisure Products,Consumer Discretionary,USD
US4461501045,HBAN UW,HUNTINGTON BANCSHARES INC,19775072836,26.66670036,,18.517,3.769999981,Banks,Financials,USD
US95040Q1040,WELL UN,WELLTOWER INC,53599432352,,,247.017,4.860000134,Health Care REITs,Real Estate,USD
US09062X1037,BIIB UW,BIOGEN INC,28136036061,,,64.602,5.849999905,Biotechnology,Health Care,USD
US6658591044,NTRS UW,NORTHERN TRUST CORP,17234830080,25,N,7.8,3.829999924,Capital Markets,Financials,USD
US6951561090,PKG UN,PACKAGING CORP OF AMERICA,15391144701,20,,1744.077,5.409999847,Containers & Packaging,Materials,USD
US7043261079,PAYX UW,PAYCHEX INC,43847134567,25,,2.683,4.5,Professional Services,Industrials,USD
US7475251036,QCOM UW,QUALCOMM INC,1.80424E+11,33.33330154,,111.276,7.519999981,Semiconductors & Semiconductor,Information Technology,USD
US7782961038,ROST UW,ROSS STORES INC,44668657771,41.66669846,,30.145,1.980000019,Specialty Retail,Consumer Discretionary,USD
US45168D1046,IDXX UW,IDEXX LABORATORIES INC,40953925001,36.36360168,,15.237,4.559999943,Health Care Equipment & Suppli,Health Care,USD
US8552441094,SBUX UW,STARBUCKS CORP,99576990000,28.57139969,Y,514.679,3.769999981,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US4932671088,KEY UN,KEYCORP,13849379440,30.76919937,,13.969,3.460000038,Banks,Financials,USD
US35137L1052,FOXA UW,FOX CORP - CLASS A,14497936687,12.5,,14.038,3.319999933,Media,Communication Services,USD
US35137L2043,FOX UW,FOX CORP - CLASS B,14497936687,12.5,,14.038,3.319999933,Media,Communication Services,USD
US8574771031,STT UN,STATE STREET CORP,22440977702,33.33330154,,7.997,4.75,Capital Markets,Financials,USD
BMG667211046,NCLH UN,NORWEGIAN CRUISE LINE HOLDIN,8338629798,,,3873.08,4.059999943,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US9029733048,USB UN,US BANCORP,63706620000,38.46149826,,53.052,4.809999943,Banks,Financials,USD
US8318652091,AOS UN,SMITH (A.O.) CORP,12957584213,33.33330154,,63.552,3.180000067,Building Products,Industrials,USD
US6687711084,GEN UW,GEN DIGITAL INC,13168113526,40,Y,1.025,4.860000134,Software,Information Technology,USD
US74144T1088,TROW UW,T ROWE PRICE GROUP INC,25126389693,30.76919937,,1.097,6.239999771,Capital Markets,Financials,USD
US94106L1098,WM UN,WASTE MANAGEMENT INC,83829582593,33.33330154,,15018.313,4.900000095,Commercial Services & Supplies,Industrials,USD
US21036P1084,STZ UN,CONSTELLATION BRANDS INC-A,47939801342,30.76919937,N,317.583,4.590000153,Beverages,Consumer Staples,USD
BMG491BT1088,IVZ UN,INVESCO LTD,6599854688,36.36360168,,0.67,5.679999828,Capital Markets,Financials,USD
US4612021034,INTU UW,INTUIT INC,1.76966E+11,36.36360168,N,5.141,4.599999905,Software,Information Technology,USD
US6174464486,MS UN,MORGAN STANLEY,1.52352E+11,30.76919937,,35.716,5.329999924,Capital Markets,Financials,USD
US5950171042,MCHP UW,MICROCHIP TECHNOLOGY INC,46711134312,25,,461.696,4.71999979,Semiconductors & Semiconductor,Information Technology,USD
CH0044328745,CB UN,CHUBB LTD,1.01387E+11,30.76919937,Y,24.988,2.400000095,Insurance,Financials,USD
US4364401012,HOLX UW,HOLOGIC INC,18086063693,50,,6.834,4.460000038,Health Care Equipment & Suppli,Health Care,USD
US1746101054,CFG UN,CITIZENS FINANCIAL GROUP,15966741239,35.71429825,,11.624,3.650000095,Banks,Financials,USD
US4663131039,JBL UN,JABIL INC,14566949800,20,N,53.818,4.829999924,"Electronic Equipment, Instrume",Information Technology,USD
US67103H1077,ORLY UW,O'REILLY AUTOMOTIVE INC,64325891932,30,,196.666,3.24000001,Specialty Retail,Consumer Discretionary,USD
US0200021014,ALL UN,ALLSTATE CORP,46231726423,25,,59.995,3.450000048,Insurance,Financials,USD
US29476L1070,EQR UN,EQUITY RESIDENTIAL,24009622623,,,78.427,4.659999847,Residential REITs,Real Estate,USD
US0997241064,BWA UN,BORGWARNER INC,7679281514,37.5,,76.33,5.860000134,Automobile Components,Consumer Discretionary,USD
US49271V1008,KDP UW,KEURIG DR PEPPER INC,44014386837,,,316.439,5.639999866,Beverages,Consumer Staples,USD
US44107P1049,HST UW,HOST HOTELS & RESORTS INC,13547818000,33.33330154,,119.543,5.670000076,Hotel & Resort REITs,Real Estate,USD
US45337C1027,INCY UW,INCYTE CORP,11652906043,,,8.125,3.430000067,Biotechnology,Health Care,USD
US8288061091,SPG UN,SIMON PROPERTY GROUP INC,46833210436,23.07690048,,24.228,3.930000067,Retail REITs,Real Estate,USD
US2774321002,EMN UN,EASTMAN CHEMICAL CO,11391071232,33.33330154,,5645.726,4.309999943,Chemicals,Materials,USD
US0534841012,AVB UN,AVALONBAY COMMUNITIES INC,26871189220,25,,16.948,5.400000095,Residential REITs,Real Estate,USD
US7443201022,PRU UN,PRUDENTIAL FINANCIAL INC,40175106521,50,,12.459,3.849999905,Insurance,Financials,USD
US9113121068,UPS UN,UNITED PARCEL SERVICE-CL B,1.26667E+11,41.66669846,,15517.096,3.720000029,Air Freight & Logistics,Industrials,USD
US9314271084,WBA UW,WALGREENS BOOTS ALLIANCE INC,15615111925,36.36360168,Y,300.723,4.190000057,Consumer Staples Distribution,Consumer Staples,USD
IE00BFY8C754,STE UN,STERIS PLC,20446600122,22.22220039,,63.838,4.329999924,Health Care Equipment & Suppli,Health Care,USD
US58155Q1031,MCK UN,MCKESSON CORP,69805395606,36.36360168,Y,89.123,4.889999866,Health Care Providers & Servic,Health Care,USD
US5398301094,LMT UN,LOCKHEED MARTIN CORP,1.10678E+11,30.76919937,,286.205,5.21999979,Aerospace & Defense,Industrials,USD
US03073E1055,COR UN,CENCORA INC,47438812755,20,,124.635,4.260000229,Health Care Providers & Servic,Health Care,USD
US14040H1059,COF UN,CAPITAL ONE FINANCIAL CORP,56749856914,25,,9.269,4.059999943,Consumer Finance,Financials,USD
US9418481035,WAT UN,WATERS CORP,18570479580,,,14.623,4.78000021,Life Sciences Tools & Services,Health Care,USD
US6556631025,NDSN UW,NORDSON CORP,14997522406,22.22220039,,6.444,3.940000057,Machinery,Industrials,USD
US2567461080,DLTR UW,DOLLAR TREE INC,26607007177,,,503.828,3.069999933,Consumer Staples Distribution,Consumer Staples,USD
US2371941053,DRI UN,DARDEN RESTAURANTS INC,18630738037,30,,348.214,3.529999971,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US30034W1062,EVRG UW,EVERGY INC,12020307738,33.33330154,,23193.123,4.690000057,Electric Utilities,Utilities,USD
US57667L1070,MTCH UW,MATCH GROUP INC,8512053307,,,1.109,5.389999866,Interactive Media & Services,Communication Services,USD
US25754A2015,DPZ UN,DOMINO'S PIZZA INC,16679123717,33.33330154,,125.172,3.849999905,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US62944T1051,NVR UN,NVR INC,25025474762,30,,49.113,1.580000043,Household Durables,Consumer Discretionary,USD
US64110D1046,NTAP UW,NETAPP INC,20573689335,33.33330154,N,3.026,4.71999979,"Technology Hardware, Storage &",Information Technology,USD
US6795801009,ODFL UW,OLD DOMINION FREIGHT LINE,47698967606,,,1365.113,4.619999886,Ground Transportation,Industrials,USD
US23918K1088,DVA UN,DAVITA INC,11757062000,,,64.089,3.670000076,Health Care Providers & Servic,Health Care,USD
US4165151048,HIG UN,HARTFORD FINANCIAL SVCS GRP,29637714182,30,,8.68,2.890000105,Insurance,Financials,USD
US46284V1017,IRM UN,IRON MOUNTAIN INC,22448231601,,,138.491,4.789999962,Specialized REITs,Real Estate,USD
US5184391044,EL UN,ESTEE LAUDER COMPANIES-CL A,53254809641,37.5,N,27.918,4.71999979,Personal Care Products,Consumer Staples,USD
US1273871087,CDNS UW,CADENCE DESIGN SYS INC,77141643040,30,,8.079,4.369999886,Software,Information Technology,USD
US9022521051,TYL UN,TYLER TECHNOLOGIES INC,17666774473,25,N,1.056,5,Software,Information Technology,USD
US9139031002,UHS UN,UNIVERSAL HEALTH SERVICES-B,11089946693,42.85710144,,151.422,1.850000024,Health Care Providers & Servic,Health Care,USD
US83088M1027,SWKS UW,SKYWORKS SOLUTIONS INC,15996304088,33.33330154,N,36.832,5.349999905,Semiconductors & Semiconductor,Information Technology,USD
US74834L1008,DGX UN,QUEST DIAGNOSTICS INC,15165816236,40,,279.458,3.950000048,Health Care Providers & Servic,Health Care,USD
US7739031091,ROK UN,ROCKWELL AUTOMATION INC,31705320647,27.27269936,Y,29.09,6.190000057,Electrical Equipment,Industrials,USD
US5007541064,KHC UW,KRAFT HEINZ CO/THE,46321887819,33.33330154,,496.278,4.989999771,Food Products,Consumer Staples,USD
US03027X1000,AMT UN,AMERICAN TOWER CORP,81354106574,41.66669846,,679.11,4.570000172,Specialized REITs,Real Estate,USD
US75886F1075,REGN UW,REGENERON PHARMACEUTICALS,99625384904,,,58.673,3.660000086,Biotechnology,Health Care,USD
US0231351067,AMZN UW,AMAZON.COM INC,1.86537E+12,41.66669846,,25010.789,4.389999866,Broadline Retail,Consumer Discretionary,USD
US4262811015,JKHY UW,JACK HENRY & ASSOCIATES INC,12157972074,33.33330154,,5.113,3.269999981,Financial Services,Financials,USD
US7512121010,RL UN,RALPH LAUREN CORP,10735657875,38.46149826,Y,11.731,4.619999886,"Textiles, Apparel & Luxury Goo",Consumer Discretionary,USD
US1011211018,BXP UN,BOSTON PROPERTIES INC,9931789637,,,16.52,6.210000038,Office REITs,Real Estate,USD
US0320951017,APH UN,AMPHENOL CORP-CL A,68723543811,33.33330154,,50.638,4.590000153,"Electronic Equipment, Instrume",Information Technology,USD
US4432011082,HWM UN,HOWMET AEROSPACE INC,26485100672,30,,415.998,5.730000019,Aerospace & Defense,Industrials,USD
US7237871071,PXD UN,PIONEER NATURAL RESOURCES CO,64148236564,,,2786.751,5,"Oil, Gas & Consumable Fuels",Energy,USD
US91913Y1001,VLO UN,VALERO ENERGY CORP,55022116381,33.33330154,,28731.832,5.039999962,"Oil, Gas & Consumable Fuels",Energy,USD
US8716071076,SNPS UW,SYNOPSYS INC,80831375894,30,,5.758,5.389999866,Software,Information Technology,USD
US29786A1060,ETSY UW,ETSY INC,8097773418,,,0.378,4.329999924,Broadline Retail,Consumer Discretionary,USD
US12541W2098,CHRW UW,C.H. ROBINSON WORLDWIDE INC,8164622844,30,,4.736,5.269999981,Air Freight & Logistics,Industrials,USD
IE00B4BNMY34,ACN UN,ACCENTURE PLC-CL A,2.12685E+11,50,Y,17.196,5.329999924,IT Services,Information Technology,USD
US8936411003,TDG UN,TRANSDIGM GROUP INC,68943422701,16.66670036,,39.887,3.470000029,Aerospace & Defense,Industrials,USD
US9884981013,YUM UN,YUM! BRANDS INC,39632385000,33.33330154,,37.12,6,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US74340W1036,PLD UN,PROLOGIS INC,97158749050,27.27269936,,5.521,5.260000229,Industrial REITs,Real Estate,USD
US3379321074,FE UN,FIRSTENERGY CORP,21938687913,30,,18044.595,5.21999979,Electric Utilities,Utilities,USD
US92343E1029,VRSN UW,VERISIGN INC,18599727219,25,,21.507,2.869999886,IT Services,Information Technology,USD
US74762E1029,PWR UN,QUANTA SERVICES INC,36772466645,,,713.366,3.859999895,Construction & Engineering,Industrials,USD
US8064071025,HSIC UW,HENRY SCHEIN INC,9357283028,30.76919937,,52.237,3.559999943,Health Care Providers & Servic,Health Care,USD
US0236081024,AEE UN,AMEREN CORPORATION,19708455025,30.76919937,,25191.917,5.260000229,Multi-Utilities,Utilities,USD
US03662Q1058,ANSS UW,ANSYS INC,28494713798,,,1.691,3.980000019,Software,Information Technology,USD
US3030751057,FDS UN,FACTSET RESEARCH SYSTEMS INC,16029995147,33.33330154,,1.419,5.260000229,Capital Markets,Financials,USD
US67066G1040,NVDA UW,NVIDIA CORP,2.06315E+12,,,16.192,6.590000153,Semiconductors & Semiconductor,Information Technology,USD
US1924461023,CTSH UW,COGNIZANT TECH SOLUTIONS-A,33680252402,,,10.096,4.340000153,IT Services,Information Technology,USD
US46120E6023,ISRG UW,INTUITIVE SURGICAL INC,1.33564E+11,41.66669846,,7.779,3.329999924,Health Care Equipment & Suppli,Health Care,USD
US8740541094,TTWO UW,TAKE-TWO INTERACTIVE SOFTWRE,24305716445,30,,1.348,3.150000095,Entertainment,Communication Services,USD
US7607591002,RSG UN,REPUBLIC SERVICES INC,59860954866,33.33330154,,13693.688,5.849999905,Commercial Services & Supplies,Industrials,USD
US2786421030,EBAY UW,EBAY INC,26656280000,,,6.424,6.840000153,Broadline Retail,Consumer Discretionary,USD
US38141G1040,GS UN,GOLDMAN SACHS GROUP INC,1.42471E+11,38.46149826,,15.678,4.960000038,Capital Markets,Financials,USD
US78410G1040,SBAC UW,SBA COMMUNICATIONS CORP,21450882463,,,12.155,4.380000114,Specialized REITs,Real Estate,USD
US8168511090,SRE UN,SEMPRA,45141825502,22.22220039,,8472.448,5.559999943,Multi-Utilities,Utilities,USD
US6153691059,MCO UN,MOODY'S CORP,69683975000,30,,0.973,4.71999979,Capital Markets,Financials,USD
US6821891057,ON UW,ON SEMICONDUCTOR,26444104511,30,,698.711,6.050000191,Semiconductors & Semiconductor,Information Technology,USD
US09857L1089,BKNG UW,BOOKING HOLDINGS INC,1.20741E+11,,,5.528,4.010000229,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US3156161024,FFIV UW,F5 INC,10620405499,27.27269936,N,0.966,2.5,Communications Equipment,Information Technology,USD
US00971T1016,AKAM UW,AKAMAI TECHNOLOGIES INC,15606117482,30,,0.063,4.03000021,IT Services,Information Technology,USD
US1598641074,CRL UN,CHARLES RIVER LABORATORIES,12307512874,27.27269936,,85.922,3.480000019,Life Sciences Tools & Services,Health Care,USD
US57060D1081,MKTX UW,MARKETAXESS HOLDINGS INC,7732593121,,,0.192,5.360000134,Capital Markets,Financials,USD
US25179M1036,DVN UN,DEVON ENERGY CORP,33366075000,,,4404.319,4.619999886,"Oil, Gas & Consumable Fuels",Energy,USD
US09073M1045,TECH UW,BIO-TECHNE CORP,10016254168,22.22220039,,2.516,2.99000001,Life Sciences Tools & Services,Health Care,USD
US02079K3059,GOOGL UW,ALPHABET INC-CL A,1.97773E+12,,,121.516,4.230000019,Interactive Media & Services,Communication Services,USD
US8793691069,TFX UN,TELEFLEX INC,9912457642,33.33330154,,59.627,4.900000095,Health Care Equipment & Suppli,Health Care,USD
IE00BFRT3W74,ALLE UN,ALLEGION PLC,11129431804,,,35.5,3.220000029,Building Products,Industrials,USD
US64110L1061,NFLX UW,NETFLIX INC,2.4932E+11,30.76919937,,49.924,3.539999962,Entertainment,Communication Services,USD
US9344231041,WBD UW,WARNER BROS DISCOVERY INC,20801601654,,N,549.86,1.590000033,Entertainment,Communication Services,USD
US00846U1016,A UN,AGILENT TECHNOLOGIES INC,40884142671,27.27269936,,12.362,6.860000134,Life Sciences Tools & Services,Health Care,USD
US8962391004,TRMB UW,TRIMBLE INC,14564541920,,,5.882,3.730000019,"Electronic Equipment, Instrume",Information Technology,USD
US0367521038,ELV UN,ELEVANCE HEALTH INC,1.24009E+11,45.45449829,,16.934,6.300000191,Health Care Providers & Servic,Health Care,USD
US12572Q1058,CME UW,CME GROUP INC,77773325247,21.7390995,,0.279,7.170000076,Capital Markets,Financials,USD
US48203R1041,JNPR UN,JUNIPER NETWORKS INC,11645292870,,,7.382,4.550000191,Communications Equipment,Information Technology,USD
US09247X1019,BLK UN,BLACKROCK INC,1.14856E+11,29.41180038,,4.775,5.909999847,Capital Markets,Financials,USD
US2333311072,DTE UN,DTE ENERGY COMPANY,22770030961,25,,27611.094,4.630000114,Multi-Utilities,Utilities,USD
US1508701034,CE UN,CELANESE CORP,16985046199,44.44440079,,2252.871,4.610000134,Chemicals,Materials,USD
US6311031081,NDAQ UW,NASDAQ INC,35147997460,,,0.088,5.840000153,Capital Markets,Financials,USD
US7181721090,PM UN,PHILIP MORRIS INTERNATIONAL,1.51023E+11,25,,294.855,6.53000021,Tobacco,Consumer Staples,USD
US45687V1061,IR UN,INGERSOLL-RAND INC,36474647404,,,45.376,5.840000153,Machinery,Industrials,USD
US79466L3024,CRM UN,SALESFORCE INC,2.68021E+11,,,5.677,5.449999809,Software,Information Technology,USD
US7766961061,ROP UW,ROPER TECHNOLOGIES INC,57844500763,,,4.543,4.809999943,Software,Information Technology,USD
US4464131063,HII UN,HUNTINGTON INGALLS INDUSTRIE,10882437573,33.33330154,,175.538,5.099999905,Aerospace & Defense,Industrials,USD
US59156R1086,MET UN,METLIFE INC,52180375989,,,14.072,4.739999771,Insurance,Financials,USD
US8760301072,TPR UN,TAPESTRY INC,9037026468,50,Y,8.38,4.210000038,"Textiles, Apparel & Luxury Goo",Consumer Discretionary,USD
US1264081035,CSX UW,CSX CORP,67884845700,27.27269936,,4003.448,6.400000095,Ground Transportation,Industrials,USD
US28176E1082,EW UN,EDWARDS LIFESCIENCES CORP,52673880000,33.33330154,,19.535,5.150000095,Health Care Equipment & Suppli,Health Care,USD
US03076C1062,AMP UN,AMERIPRISE FINANCIAL INC,40820780017,25,,8.936,4.139999866,Capital Markets,Financials,USD
US9892071054,ZBRA UW,ZEBRA TECHNOLOGIES CORP-CL A,14200793819,30,,2.09,3.319999933,"Electronic Equipment, Instrume",Information Technology,USD
US98956P1021,ZBH UN,ZIMMER BIOMET HOLDINGS INC,24862335987,30,,10.06,5.170000076,Health Care Equipment & Suppli,Health Care,USD
US1331311027,CPT UN,CAMDEN PROPERTY TRUST,10571740044,30,,19.032,4.389999866,Residential REITs,Real Estate,USD
US12504L1098,CBRE UN,CBRE GROUP INC - A,26583313290,,,58.31,4.900000095,Real Estate Management & Devel,Real Estate,USD
US57636Q1040,MA UN,MASTERCARD INC - A,4.31304E+11,,Y,5.149,5.019999981,Financial Services,Financials,USD
US1431301027,KMX UN,CARMAX INC,10977782310,,,84.615,3.410000086,Specialty Retail,Consumer Discretionary,USD
US45866F1049,ICE UN,INTERCONTINENTAL EXCHANGE IN,75573915772,60,,4.192,5.380000114,Capital Markets,Financials,USD
US31620M1062,FIS UN,FIDELITY NATIONAL INFO SERV,41522826964,,,9.801,4.5,Financial Services,Financials,USD
US1696561059,CMG UN,CHIPOTLE MEXICAN GRILL INC,79905136976,,,133.475,4.230000019,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US9831341071,WYNN UW,WYNN RESORTS LTD,11077806047,44.44440079,,282.223,5.25,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US5380341090,LYV UN,LIVE NATION ENTERTAINMENT IN,20958739500,,,197.555,1.549999952,Entertainment,Communication Services,USD
US04621X1081,AIZ UN,ASSURANT INC,9131950517,36.36360168,,1.973,2.470000029,Insurance,Financials,USD
US6293775085,NRG UN,NRG ENERGY INC,14906785720,41.66669846,,33559.162,4.78000021,Electric Utilities,Utilities,USD
US61174X1090,MNST UW,MONSTER BEVERAGE CORP,55871759457,,,17.866,4.420000076,Beverages,Consumer Staples,USD
US7591EP1005,RF UN,REGIONS FINANCIAL CORP,17812179570,38.46149826,,6.452,3.599999905,Banks,Financials,USD
US05722G1004,BKR UW,BAKER HUGHES CO,32897625062,20,Y,432.497,5.150000095,Energy Equipment & Services,Energy,USD
US61945C1036,MOS UN,MOSAIC CO/THE,9776126826,,,2935.881,6.360000134,Chemicals,Materials,USD
US30212P3038,EXPE UW,EXPEDIA GROUP INC,18341700812,,,3.188,5.099999905,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US1252691001,CF UN,CF INDUSTRIES HOLDINGS INC,14805242005,33.33330154,,17610.112,4.940000057,Chemicals,Materials,USD
US03743Q1085,APA UW,APA CORP,11942603485,,N,4329.924,5.170000076,"Oil, Gas & Consumable Fuels",Energy,USD
US5253271028,LDOS UN,LEIDOS HOLDINGS INC,17341386098,25,,30.888,3.710000038,Professional Services,Industrials,USD
US02079K1079,GOOG UW,ALPHABET INC-CL C,1.97773E+12,,,121.516,4.230000019,Interactive Media & Services,Communication Services,USD
US3364331070,FSLR UW,FIRST SOLAR INC,19213225659,25,,6.036,6.21999979,Semiconductors & Semiconductor,Information Technology,USD
